N_unmapped	1329523	1329523	1329523
N_multimapping	2143553	2143553	2143553
N_noFeature	178064	208591	6692872
N_ambiguous	364857	71479	2578
AT1G30814	771	771	0
AT1G78930	25	25	0
AT1G71695	0	0	0
AT1G58983	0	0	0
AT1G12980	0	0	0
AT1G45223	0	0	0
AT1G56250	0	0	0
AT1G66852	0	0	0
AT1G69810	0	0	0
AT1G72450	0	0	0
AT1G76280	55	55	0
AT1G65630	0	0	0
AT1G71390	0	0	0
AT1G56233	0	0	0
AT1G15210	0	0	9
AT1G15250	473	473	0
AT1G79700	0	0	0
AT1G62895	0	0	0
AT1G73360	6	6	0
AT1G16360	0	0	0
AT1G10225	0	0	0
AT1G26670	263	263	0
AT1G34855	0	0	0
AT1G52200	0	0	0
AT1G57800	0	0	1
AT1G69460	146	148	0
AT1G04310	38	38	0
AT1G08080	0	0	0
AT1G75550	0	0	1
AT1G71890	1361	1358	8
AT1G05430	214	214	0
AT1G80870	0	0	0
AT1G75310	55	55	0
AT1G02010	7	7	0
AT1G47900	0	0	0
AT1G14315	4	1	4
AT1G26760	108	108	0
AT1G05250	0	0	0
AT1G67260	0	0	0
AT1G24575	0	0	0
AT1G12790	341	341	0
AT1G04850	1548	1554	6
AT1G31760	9	3	9
AT1G33250	8	8	0
AT1G74000	474	476	0
AT1G55580	0	0	0
AT1G53903	0	0	0
AT1G19715	1	1	0
AT1G69430	39	39	5
AT1G53340	0	0	0
AT1G29890	110	110	0
AT1G80290	251	251	3
AT1G56540	33	0	34
AT1G48650	183	183	0
AT1G22670	0	0	0
AT1G07030	212	212	0
AT1G69860	0	0	0
AT1G10120	0	0	0
AT1G43650	0	0	0
AT1G09960	0	0	1
AT1G51990	0	0	0
AT1G53625	0	0	0
AT1G63360	0	0	0
AT1G33330	23	23	0
AT1G74929	0	0	0
AT1G63430	31	31	0
AT1G80720	86	86	0
AT1G69770	113	113	0
AT1G08460	2	2	3
AT1G78710	8179	8233	0
AT1G08610	204	204	0
AT1G17540	0	0	0
AT1G27380	0	0	0
AT1G58643	0	0	0
AT1G48953	0	0	0
AT1G51440	0	0	0
AT1G18871	0	0	0
AT1G25210	0	0	0
AT1G21610	84	84	0
AT1G79710	41	41	0
AT1G80840	0	0	0
AT1G71300	1	1	0
AT1G49490	0	33	0
AT1G23645	0	0	0
AT1G09795	452	453	0
AT1G48690	0	0	0
AT1G49570	0	0	0
AT1G68470	0	0	1
AT1G75580	0	0	0
AT1G26400	0	0	0
AT1G72980	0	0	0
AT1G59970	2	2	0
AT1G11520	0	0	0
AT1G30640	92	92	0
AT1G26440	0	0	0
AT1G51320	0	0	0
AT1G22070	0	0	0
AT1G26700	0	0	0
AT1G73603	9076	9135	3
AT1G55650	0	0	0
AT1G78180	169	169	0
AT1G55928	0	0	0
AT1G29880	381	380	1
AT1G53645	366	366	0
AT1G06240	74	74	0
AT1G72330	0	0	0
AT1G20840	198	198	0
AT1G45050	131	131	0
AT1G52500	170	170	3
AT1G10430	8	8	0
AT1G05670	0	0	26
AT1G64110	0	0	0
AT1G65220	481	481	0
AT1G13635	0	0	0
AT1G54950	0	0	0
AT1G55730	15	15	0
AT1G07310	21	21	0
AT1G77230	300	406	1
AT1G52400	0	0	0
AT1G16430	450	450	0
AT1G27752	6	6	0
AT1G14880	0	0	0
AT1G11190	0	0	45
AT1G43100	0	0	0
AT1G26650	28	28	0
AT1G54420	0	0	0
AT1G34640	0	0	0
AT1G50310	0	0	2
AT1G49430	0	0	0
AT1G74240	210	210	0
AT1G01760	90	90	1
AT1G61160	0	0	0
AT1G47480	1	1	0
AT1G65820	2233	2233	0
AT1G22900	0	0	0
AT1G76820	164	164	0
AT1G52080	1	1	0
AT1G35180	0	0	0
AT1G30070	503	503	0
AT1G35210	0	0	0
AT1G10410	0	0	1
AT1G73740	13	13	0
AT1G53350	0	0	0
AT1G34110	120	120	0
AT1G17240	0	0	0
AT1G61730	212	209	3
AT1G29260	472	472	0
AT1G33890	0	0	0
AT1G08040	692	692	0
AT1G63522	5	5	0
AT1G08810	0	0	0
AT1G09210	2323	2322	50
AT1G70080	0	0	0
AT1G10522	530	531	0
AT1G04570	64	64	0
AT1G01830	0	0	1
AT1G12340	0	0	0
AT1G67590	0	0	0
AT1G69080	0	0	0
AT1G31400	0	0	0
AT1G74385	0	3	108
AT1G73300	0	0	3
AT1G05760	0	0	1
AT1G30530	0	0	0
AT1G12480	0	0	0
AT1G76850	198	198	0
AT1G73570	78	78	11
AT1G44130	170	170	0
AT1G67340	102	102	0
AT1G80315	0	0	0
AT1G43666	0	0	0
AT1G08630	0	0	0
AT1G66150	0	0	0
AT1G04640	28	28	0
AT1G56500	240	240	2
AT1G12615	0	0	0
AT1G77120	1797	1799	0
AT1G50590	0	0	0
AT1G17147	0	0	0
AT1G44740	122	122	0
AT1G08005	0	0	0
AT1G24380	0	0	0
AT1G60787	0	0	0
AT1G26796	0	0	0
AT1G68500	0	0	0
AT1G15500	920	996	0
AT1G77760	79	79	1
AT1G24062	0	0	0
AT1G53510	0	0	0
AT1G51410	0	0	0
AT1G50020	2	0	2
AT1G22370	0	0	0
AT1G53265	0	0	0
AT1G17270	45	45	0
AT1G74350	0	0	0
AT1G75230	91	91	2
AT1G29150	403	403	0
AT1G17140	0	0	0
AT1G08380	866	866	0
AT1G43560	138	138	0
AT1G07700	0	0	0
AT1G33750	0	0	0
AT1G61270	0	0	0
AT1G14750	0	0	0
AT1G05900	32	32	0
AT1G44120	0	0	0
AT1G52990	0	0	0
AT1G37130	0	0	0
