Merge_Col	CCd_1_readcounts.tab	CCd_2_readcounts.tab	CCd_3_readcounts.tab	CCd_4_readcounts.tab	CCd_5_readcounts.tab	CCd_6_readcounts.tab	CCd_7_readcounts.tab	CCd_8_readcounts.tab	CCt_1_readcounts.tab	CCt_2_readcounts.tab	CCt_3_readcounts.tab	CCt_4_readcounts.tab	CCt_5_readcounts.tab	CCt_6_readcounts.tab	CCt_7_readcounts.tab	CCt_8_readcounts.tab	DD_1_readcounts.tab	DD_2_readcounts.tab	DD_3_readcounts.tab	DD_4_readcounts.tab	DD_5_readcounts.tab	DSC_1_readcounts.tab	DSC_2_readcounts.tab	DSC_3_readcounts.tab	DSC_4_readcounts.tab	ECd_1_readcounts.tab	ECd_2_readcounts.tab	ECd_3_readcounts.tab	ECd_4_readcounts.tab	ECd_5_readcounts.tab	ECd_6_readcounts.tab	ECd_7_readcounts.tab	ECd_8_readcounts.tab	ECt_1_readcounts.tab	ECt_2_readcounts.tab	ECt_3_readcounts.tab	ECt_4_readcounts.tab	ECt_5_readcounts.tab	ECt_6_readcounts.tab	ECt_7_readcounts.tab	ECt_8_readcounts.tab	TT_1_readcounts.tab	TT_2_readcounts.tab	TT_3_readcounts.tab	TT_4_readcounts.tab	TT_5_readcounts.tab
AT5G54110	68	128	177	18	0	161	4	77	17	73	105	103	81	369	36	52	11	0	0	0	0	0	1	68	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	39	0	1	0
AT5G54130	10	0	0	0	191	30	82	0	4	0	27	0	0	322	0	1	0	0	0	0	0	0	0	4	0	0	20	0	0	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0
AT5G54140	69	321	220	53	305	12	2	45	301	314	176	131	0	142	257	182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AT5G54145	0	0	0	0	0	1	1	0	48	1	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54148	23	6	53	5	0	0	0	88	63	94	0	0	29	101	190	0	103	30	421	24	317	2	0	0	0	14	34	0	0	20	112	30	1265	33	9	540	117	163	2	230	303	437	82	76	101	416
AT5G54150	0	0	30	0	0	0	3	46	0	38	0	0	0	0	0	0	0	0	96	0	242	0	0	0	0	0	17	0	0	0	0	0	0	94	0	0	80	0	103	0	0	18	8	27	32	39
AT5G54160	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54165	89	0	0	10	0	43	59	55	5	14	0	0	0	14	180	0	0	32	0	0	0	0	0	0	0	161	0	4	0	0	0	0	0	0	74	246	0	0	0	0	0	0	0	0	0	0
AT5G54170	20	164	338	134	7	1	26	58	219	54	31	38	80	247	3	66	28	8	1	0	0	0	0	0	1	3	1	373	0	0	0	1	0	2	0	162	0	91	61	26	0	0	303	0	44	19
AT5G54180	80	375	97	144	88	143	123	164	29	136	82	59	461	169	125	33	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	14	0	18	9	0
AT5G54190	6	0	0	0	0	38	1	3	4	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
AT5G54210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54215	62	690	207	21	110	48	180	100	58	206	128	1	161	441	146	21	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54220	39	42	0	0	0	0	0	7	3	0	0	0	20	4	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54225	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54230	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1
AT5G54240	2	0	0	0	1	1	1	1	1	1	1	5	0	1	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	3	0	0	0	1
AT5G54250	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54260	26	226	101	68	142	0	180	7	3	0	0	57	0	0	202	2	8	0	0	239	16	0	0	1	0	102	1	0	0	63	0	0	1	0	0	127	0	24	138	0	0	0	1	0	0	2
AT5G54270	2832	3804	3004	3308	1562	1394	1197	887	1256	3383	549	592	3400	2077	13	2729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54280	3	1	3	11	142	0	1	47	116	0	0	41	0	11	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	58	0	0	0	0	0	0	0	90
AT5G54290	154	900	115	351	332	243	179	257	241	539	159	25	353	202	7	403	0	0	1	0	0	0	1	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT5G54300	1	86	0	157	0	85	15	31	12	0	2	17	1	0	0	113	102	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	612	0	0	0	0	0	0	0	1	0	57	0	0	0
AT5G54310	98	56	82	133	99	120	79	106	77	93	90	0	107	173	28	452	4	49	13	0	66	0	0	0	0	0	22	16	0	52	97	20	0	22	37	22	95	21	129	14	18	37	2	4	138	0
AT5G54320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54350	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54390	91	236	242	858	239	270	382	260	569	138	542	161	635	531	4	526	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54420	0	0	0	1	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54430	1	0	0	8	0	0	4	1	4	89	1	59	0	0	38	88	160	41	0	44	8	28	31	0	43	93	116	0	67	278	0	90	0	11	0	209	36	27	57	124	2	226	140	0	0	4
AT5G54440	11	166	1	419	68	26	95	9	74	3	0	196	0	48	17	20	1	5	0	135	32	0	17	3	11	9	2	25	40	0	0	46	98	0	0	0	0	6	0	4	68	0	0	10	11	114
AT5G54450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54470	50	0	138	267	1	303	450	10	87	319	0	2	342	1021	92	1	10	10	1	0	2	0	0	0	1	1	4	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	267	2	0	74
AT5G54480	18	0	5	0	0	3	0	0	3	4	12	0	74	256	17	23	0	0	0	0	0	0	0	0	0	0	1	0	0	69	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
AT5G54490	5	0	21	0	0	472	76	2	56	132	0	3	0	813	227	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G54500	48	158	0	285	34	40	49	103	192	28	10	143	12	182	68	97	0	0	2	0	65	0	0	0	0	0	57	0	0	0	0	0	0	3	0	17	0	0	0	16	0	0	0	4	2	2
AT5G54510	0	0	0	0	0	0	0	25	0	0	1	0	1	1	0	0	0	5	40	75	0	0	0	0	0	21	5	0	0	103	3	37	383	19	0	6	0	0	2	8	47	24	44	53	0	0
AT5G54520	0	77	0	23	0	10	0	25	33	0	0	0	74	27	0	45	0	23	4	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23	0	0	239	4	0	60
AT5G54530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54540	135	357	124	351	73	230	187	310	446	160	169	154	321	717	701	446	71	51	91	380	15	0	0	0	0	72	7	47	170	282	21	258	125	64	242	217	512	78	153	24	37	36	289	156	68	169
AT5G54550	1	99	0	0	0	1	0	0	4	57	0	0	0	82	190	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54560	4	192	0	181	5	179	115	247	17	4	44	264	141	617	6	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54569	46	0	0	0	0	0	1	0	1	23	0	0	0	82	0	68	0	0	38	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54570	0	0	0	0	0	0	151	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54580	143	142	252	149	321	81	544	199	31	363	24	788	10	539	843	548	0	0	0	0	16	0	0	0	0	0	0	0	0	0	20	2	0	1	1	2	23	0	0	77	0	1	0	0	0	0
AT5G54585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54590	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	4	4	7	0	213	0	1	0	0	0	0	78	606	1	93	0	65	116	10	0	0	100	182	14	31	2
AT5G54600	1836	4577	1653	4922	1764	1685	1586	2213	3848	2999	2704	2005	5719	3534	1161	3663	101	13	0	16	37	0	0	0	0	1	13	92	1050	12	73	2	0	54	449	0	0	0	0	214	146	189	0	54	260	87
AT5G54610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54620	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54630	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54640	0	0	0	19	0	67	421	7	49	0	3	0	129	0	54	0	0	109	0	86	0	82	61	53	22	26	0	590	0	15	342	127	538	0	98	628	286	117	61	12	0	12	567	58	0	1
AT5G54650	9	137	85	0	0	24	25	29	256	68	2	0	149	140	0	6	0	54	0	0	1	32	28	0	5	151	0	1	160	0	0	0	1	0	0	0	0	78	0	8	0	34	1	0	1	109
AT5G54660	0	0	0	0	0	0	0	8	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54680	32	12	235	543	87	24	132	54	503	160	117	48	280	489	197	232	0	1	2	2	2	0	0	0	0	11	0	0	0	0	0	3	0	0	1	0	0	1	0	0	1	4	0	0	0	1
AT5G54690	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	137	5	0	0	0	0	0	0	0	0	0	0	29	0	5	0	0	230	0	0	0
AT5G54700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54710	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54720	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AT5G54730	14	36	64	0	0	0	0	3	0	0	9	84	48	1	5	0	0	0	0	2	0	0	37	6	0	0	0	0	1	0	1	1	0	0	22	0	32	0	0	0	26	0	0	47	0	0
AT5G54740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54745	0	0	0	0	0	0	0	0	0	0	0	22	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54750	236	675	82	699	458	231	342	271	533	273	391	524	76	354	299	624	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT5G54760	1400	2606	1772	2078	1874	2143	3317	1468	2103	1608	1542	3499	1470	2819	1550	2235	233	308	524	496	369	221	173	223	286	405	69	288	676	1494	291	269	1964	192	208	106	299	289	24	109	280	133	481	161	198	501
AT5G54770	392	2036	791	3547	1655	612	990	487	7462	986	705	812	1797	2195	1728	5681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54780	46	0	28	87	12	95	54	3	13	53	105	11	0	147	0	19	0	0	0	0	0	2	21	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	5
AT5G54790	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54800	93	721	98	609	456	343	303	109	770	90	83	640	667	575	430	536	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54810	283	1203	376	1668	600	172	795	728	1054	502	502	946	1029	1321	395	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
AT5G54820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54830	42	0	76	200	0	0	3	35	97	66	0	138	22	42	9	226	0	0	0	0	1	0	0	0	3	0	7	1	0	0	0	53	0	0	0	3	0	0	36	0	0	0	58	0	4	37
AT5G54840	7	284	94	229	10	4	92	71	19	1	1	3	304	148	3	1	3	2	3	0	1	0	0	0	0	6	0	1	0	0	0	5	1	0	0	0	0	1	1	0	1	0	0	2	1	0
AT5G54850	78	70	173	1	191	0	0	25	8	0	0	28	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54855	25	349	143	329	42	100	39	127	112	126	68	96	0	94	221	182	0	0	0	0	28	0	0	0	0	0	0	0	0	0	58	0	883	42	0	0	62	0	0	0	0	0	0	0	14	0
AT5G54860	33	404	6	292	321	130	620	47	152	5	48	205	235	453	653	270	2	5	16	5	94	12	34	34	165	28	0	1	3	0	0	0	9	73	9	0	6	0	1	2	3	0	15	0	3	124
AT5G54865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G54870	2	439	0	83	0	58	123	7	19	30	0	0	447	37	0	0	0	0	0	1	0	0	10	0	71	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	6	6	0	0	0
AT5G54880	52	26	0	82	0	36	100	2	115	0	1	0	0	108	0	15	0	27	0	2	0	0	1	0	0	0	0	0	0	165	59	0	0	0	1	0	0	0	0	21	0	0	2	66	60	0
AT5G54890	92	215	87	0	1	9	19	211	126	312	139	185	157	1	31	67	0	47	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
AT5G54900	638	1551	475	1386	1076	631	1563	1044	978	642	791	2307	429	1284	1479	618	379	384	199	746	409	13	10	11	91	886	34	329	347	254	393	53	1092	92	202	104	148	113	233	579	719	54	584	208	667	18
AT5G54910	111	136	189	319	95	107	59	156	590	113	102	300	118	414	86	178	0	35	1	83	226	0	0	0	0	1	131	268	74	140	2	3	0	39	0	53	125	31	3	138	94	72	125	0	126	103
AT5G54920	31	142	2	187	134	14	156	24	16	71	53	0	163	210	55	95	18	51	187	13	0	13	16	1	0	0	1	0	9	289	26	0	1	1	0	2	28	3	29	1	35	0	15	0	68	0
AT5G54930	50	246	6	299	51	154	102	60	26	305	105	130	58	297	205	234	301	96	82	593	24	61	0	0	2	364	4	8	642	46	226	18	1970	68	297	73	50	105	1	62	140	54	336	283	278	9
AT5G54940	734	2972	1889	1432	614	754	987	1965	2272	1401	482	1096	1444	1510	1068	287	674	765	229	554	326	40	92	69	104	1169	268	96	380	257	1	0	0	149	1602	1315	182	246	569	377	86	45	1530	446	225	917
AT5G54950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54960	17	66	0	29	0	4	0	8	2	15	52	1	0	135	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0
AT5G54970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
AT5G54980	7	1	3	2	7	1	1	3	2	13	2	35	3	1	15	1	17	5	15	0	14	0	0	0	9	69	1	32	2	1	0	83	3	8	8	1	0	8	13	16	13	26	1	12	15	5
AT5G54990	0	37	0	33	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55000	9	106	0	14	3	110	95	65	95	0	2	62	3	132	47	157	0	0	0	57	0	0	3	0	2	28	0	70	1	0	0	0	0	13	18	50	0	0	313	0	25	1	16	0	0	0
AT5G55010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55020	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55040	3	117	0	0	0	1	6	0	117	62	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	16	0
AT5G55045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55050	3	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	90	104	9	0	427	12	0	0	98	1	99	423	0	0	87	82	135	75	20	1	174	140	121	2	32	70	48	257	197	1
AT5G55055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55060	24	89	109	136	3	38	184	12	116	72	3	89	31	193	0	124	0	0	0	77	14	0	1	0	0	0	18	0	0	203	0	0	305	0	0	0	1	6	0	0	0	0	1	0	0	0
AT5G55070	153	403	127	771	965	514	1338	374	820	159	405	1714	181	586	259	839	21	126	1	5	20	2	143	32	36	114	19	2	0	233	5	0	0	63	14	56	0	81	24	14	3	43	7	60	49	0
AT5G55080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G55100	5	118	161	0	0	38	157	3	88	0	1	3	2	188	418	6	69	63	0	274	0	0	0	1	0	43	1	1	168	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	1	0
AT5G55110	0	0	18	0	0	0	0	0	0	0	0	4	0	0	3	0	0	1	0	0	1	0	0	0	1	5	0	0	0	0	0	2	2	1	0	0	0	0	1	1	1	1	0	0	0	1
AT5G55120	110	511	424	126	2	55	29	19	955	174	34	352	600	247	0	366	0	1	0	0	15	0	0	1	0	0	0	0	0	40	0	2	0	0	0	0	44	0	28	36	23	0	97	22	16	0
AT5G55125	123	174	5	548	215	394	845	208	477	228	158	335	409	346	180	708	134	90	19	77	83	0	0	0	0	0	82	2	0	40	31	3	22	29	1	2	17	0	0	55	41	6	121	39	79	7
AT5G55130	34	1057	55	767	10	2	154	117	253	87	0	204	59	379	5	257	74	8	1	3	1	0	0	0	0	27	0	1	0	68	0	15	0	11	0	34	0	2	0	0	0	215	206	5	24	24
AT5G55131	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55132	905	2246	6346	312	185	34	5	76	5	669	0	195	5331	4040	2	62	0	0	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55140	175	637	81	446	237	265	395	115	737	212	292	92	115	491	514	313	19	60	5	16	18	0	0	0	5	43	5	150	4	37	25	15	29	18	10	0	53	19	2	84	6	95	0	8	8	79
AT5G55150	2	0	0	1	0	0	0	0	0	0	0	0	0	0	135	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55160	347	711	278	732	818	528	903	381	519	505	270	471	998	851	283	809	320	399	342	229	369	0	0	0	0	90	119	153	189	141	213	52	876	173	104	252	485	149	211	244	213	279	266	321	173	405
AT5G55170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55180	17	920	1444	189	165	188	282	121	1236	63	44	226	777	794	73	45	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G55190	337	1062	157	1700	760	461	955	591	1630	564	359	884	612	1108	1198	1775	118	250	154	98	258	0	12	19	57	188	73	119	228	426	297	0	355	11	14	60	171	120	54	83	48	263	380	213	132	124
AT5G55200	57	209	65	17	100	119	164	52	307	40	20	408	51	121	46	17	0	2	142	0	7	0	0	0	0	22	0	0	0	2	0	0	40	4	0	109	0	0	0	1	44	0	19	5	4	0
AT5G55210	76	155	0	353	0	28	300	64	601	55	173	0	58	50	71	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55220	278	469	254	544	189	107	302	419	176	119	361	483	226	637	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT5G55230	51	333	106	221	104	0	0	40	1	0	25	5	237	27	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G55260	1	0	0	1	1	0	0	0	5	60	0	0	0	0	112	123	228	12	62	0	59	17	0	0	13	0	50	147	0	16	0	0	0	1	34	0	31	0	0	0	0	0	0	7	64	0
AT5G55270	77	48	0	0	0	34	0	31	5	23	0	0	220	29	261	0	24	0	0	0	0	0	0	0	0	119	9	1	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	21	0
