Merge_Col	CCd_1_readcounts.tab	CCd_2_readcounts.tab	CCd_3_readcounts.tab	CCd_4_readcounts.tab	CCd_5_readcounts.tab	CCd_6_readcounts.tab	CCd_7_readcounts.tab	CCd_8_readcounts.tab	CCt_1_readcounts.tab	CCt_2_readcounts.tab	CCt_3_readcounts.tab	CCt_4_readcounts.tab	CCt_5_readcounts.tab	CCt_6_readcounts.tab	CCt_7_readcounts.tab	CCt_8_readcounts.tab	DD_1_readcounts.tab	DD_2_readcounts.tab	DD_3_readcounts.tab	DD_4_readcounts.tab	DD_5_readcounts.tab	DSC_1_readcounts.tab	DSC_2_readcounts.tab	DSC_3_readcounts.tab	DSC_4_readcounts.tab	ECd_1_readcounts.tab	ECd_2_readcounts.tab	ECd_3_readcounts.tab	ECd_4_readcounts.tab	ECd_5_readcounts.tab	ECd_6_readcounts.tab	ECd_7_readcounts.tab	ECd_8_readcounts.tab	ECt_1_readcounts.tab	ECt_2_readcounts.tab	ECt_3_readcounts.tab	ECt_4_readcounts.tab	ECt_5_readcounts.tab	ECt_6_readcounts.tab	ECt_7_readcounts.tab	ECt_8_readcounts.tab	TT_1_readcounts.tab	TT_2_readcounts.tab	TT_3_readcounts.tab	TT_4_readcounts.tab	TT_5_readcounts.tab
AT1G01010	21	0	27	0	111	0	5	25	9	0	0	0	152	28	0	103	0	0	0	0	0	0	0	0	0	1	0	1	0	0	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G01020	1	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	2	18	0	1	22	2	2	56	109	31	22	0	128	0	0	1013	0	0	0	0	44	60	0	53	95	0	0	0	86
AT1G01030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0
AT1G01040	35	504	201	209	138	2	165	18	236	153	39	313	89	186	294	193	0	11	70	3	271	1	1	22	0	0	59	30	412	154	283	0	0	22	27	0	189	96	179	22	46	205	66	65	98	214
AT1G01046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01050	474	2050	979	540	536	956	1407	792	1936	495	593	1107	588	780	645	1086	0	1	0	2	1	196	67	35	101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	119
AT1G01060	19	535	7	154	197	58	19	43	241	0	64	326	126	476	1	240	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AT1G01070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01080	79	271	21	579	67	126	241	46	651	168	49	46	332	639	3	262	0	0	0	46	0	0	0	0	0	47	0	82	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	19	35	0
AT1G01090	155	362	255	1387	1106	200	553	466	2631	506	290	930	760	1026	382	719	65	52	98	10	161	0	0	0	0	0	11	1	22	72	167	1	178	103	0	32	47	20	109	114	143	225	276	137	29	65
AT1G01100	820	2392	523	2595	1944	962	2717	1151	2553	913	583	3655	707	1840	2904	2047	570	494	518	1246	787	137	103	85	301	392	106	690	481	620	554	136	526	273	276	707	633	384	350	244	212	397	764	137	391	418
AT1G01110	0	0	0	0	0	0	0	0	0	15	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120	0	0	0	0	0	24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01130	17	0	23	0	0	9	6	19	1	0	0	0	0	1	0	0	0	39	185	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
AT1G01140	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01160	81	575	41	433	402	128	413	346	567	108	499	157	116	333	946	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01170	34	0	0	57	93	0	1	0	72	28	6	0	0	25	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01180	5	0	0	0	0	10	37	1	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01183	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01210	136	248	1	924	64	18	296	236	245	252	211	504	411	213	19	147	5	27	1	239	0	0	0	0	0	13	42	0	4	0	138	1	34	15	22	1	93	89	3	62	21	69	333	37	97	0
AT1G01220	16	251	0	3	0	0	11	14	745	88	27	27	86	87	0	23	62	45	55	132	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	0	0	0	3	0	0	59	87	0
AT1G01225	92	147	1	70	150	106	116	94	185	17	80	40	156	145	98	304	0	56	35	0	0	106	2	29	22	0	7	0	0	0	0	0	0	0	0	136	0	0	0	0	36	0	106	0	0	0
AT1G01230	151	490	126	487	313	72	85	134	438	737	118	270	324	958	346	587	0	0	0	0	0	4	35	70	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01240	22	1	90	34	0	0	0	0	0	133	52	29	100	44	0	0	1	0	0	91	0	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01260	35	86	0	126	0	10	23	132	119	0	2	162	0	238	342	27	0	34	0	161	24	9	0	20	3	0	1	0	0	2	0	77	0	3	0	124	3	60	0	7	49	0	0	2	73	5
AT1G01270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01280	22	0	0	0	0	0	0	0	80	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01290	197	492	186	115	604	155	214	108	322	55	46	389	494	584	153	392	3	29	0	19	97	0	31	1	0	71	0	38	10	172	102	0	0	1	41	26	18	173	6	16	0	9	111	1	0	0
AT1G01300	62	0	0	59	1	57	2	5	74	71	1	52	183	2	7	1	48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AT1G01305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21834	8449	5346	11181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01310	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
AT1G01320	270	658	254	414	248	227	250	202	782	183	369	893	218	1035	417	134	0	0	0	5	17	0	0	0	0	2	5	0	0	1	0	0	0	1	0	53	0	12	6	1	0	0	122	0	7	0
AT1G01335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01340	25	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	13	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01350	65	370	185	188	122	39	154	20	395	98	35	69	0	107	30	189	0	55	0	13	2	0	17	2	0	0	0	0	0	0	26	42	0	3	3	154	24	0	0	1	3	6	0	0	1	3
AT1G01355	0	0	27	136	0	0	3	38	0	81	50	5	0	38	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01360	4	266	0	139	0	53	3	81	8	0	0	0	145	148	10	41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01370	0	0	3	0	0	0	100	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G01400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01420	0	0	8	58	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01430	9	0	0	0	0	0	0	29	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
AT1G01440	0	0	0	0	0	32	0	0	10	0	0	0	0	12	0	1	0	10	0	42	0	0	0	0	0	0	0	7	39	11	0	0	0	0	0	0	0	0	0	6	0	2	2	0	25	1
AT1G01448	4	0	0	0	0	0	110	11	21	54	0	20	71	0	1	8	12	0	0	0	0	0	0	0	0	132	0	1	0	0	6	0	0	0	0	0	0	0	42	0	0	0	0	8	0	0
AT1G01450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01470	527	1238	476	1305	0	128	25	9	1408	393	0	0	1272	806	319	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01480	12	560	256	0	0	0	1	4	87	99	0	0	135	392	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01490	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01500	97	236	277	354	34	14	46	266	71	67	38	247	161	47	129	47	112	0	0	1	41	0	1	1	3	0	1	188	0	0	0	0	0	17	0	0	0	0	0	0	0	7	125	44	22	0
AT1G01510	73	377	121	346	297	90	309	130	222	246	74	199	183	144	193	122	82	157	1	70	98	0	0	0	0	32	17	0	0	13	0	7	0	53	14	1	97	105	0	77	30	0	4	45	141	86
AT1G01520	10	441	4	0	0	9	0	1	374	138	0	0	10	214	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01530	786	626	458	506	163	1104	505	115	209	654	165	1194	37	781	530	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01540	29	106	7	17	17	9	190	1	48	13	0	83	164	124	166	78	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	60	0	157	127	2	10	15	0	30	0	14	116
AT1G01550	20	134	353	147	1	46	85	57	345	230	67	63	187	599	148	5	5	0	0	0	0	2	2	0	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AT1G01560	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01570	203	482	46	253	23	143	66	120	203	88	40	3	110	315	18	146	1	11	0	4	0	2	7	26	4	5	4	0	0	222	1	255	0	13	26	5	188	21	54	25	78	35	0	2	4	0
AT1G01580	4	148	0	0	0	0	0	0	0	5	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01590	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01600	4	12	4	0	38	2	37	0	30	12	6	48	79	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01610	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
AT1G01620	18	1	0	0	0	0	142	17	0	33	0	0	0	77	0	0	2	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01630	1	0	0	1	0	0	0	1	204	85	0	14	0	0	79	0	231	431	950	373	192	0	0	0	0	0	1	462	0	177	162	53	455	8	223	0	172	0	0	110	0	313	417	190	89	73
AT1G01640	46	91	0	0	0	0	3	107	0	0	0	0	0	0	0	0	21	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0
AT1G01650	40	562	133	401	223	17	324	85	483	49	0	0	159	296	254	70	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	47	28	60	0	102	0	53	0	15	33	0
AT1G01660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01670	1	0	0	0	0	0	0	0	0	2	40	0	0	74	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01680	2	455	44	0	0	9	0	3	2	0	0	0	118	64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01690	2	0	101	25	0	59	4	37	2	47	0	0	0	4	0	29	0	0	35	0	32	0	0	0	0	0	122	16	0	0	0	0	1	1	0	15	0	0	20	0	0	0	0	8	1	0
AT1G01695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01710	118	217	42	200	509	40	137	152	681	64	239	128	0	678	56	266	32	35	1	0	26	0	0	0	0	0	4	70	114	0	187	1	3	37	0	0	72	0	0	0	60	0	7	1	32	0
AT1G01715	34	913	432	51	203	78	206	25	26	24	177	0	152	385	177	202	0	114	0	37	1	0	0	14	0	0	0	0	0	0	0	0	0	2	140	0	69	0	9	22	0	36	0	2	0	0
AT1G01720	61	39	431	12	28	131	67	84	724	33	0	100	124	120	273	2	35	78	0	0	18	0	0	0	57	57	7	160	0	40	36	0	3	0	1	1	37	134	76	12	0	0	27	15	14	1
AT1G01725	0	0	0	6	199	69	0	0	34	0	0	38	0	0	0	37	8	0	0	0	18	19	38	1	0	0	0	0	0	35	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
AT1G01730	154	28	285	88	8	0	159	165	37	147	0	5	220	151	23	135	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0
AT1G01740	5	60	0	0	1	33	1	0	11	0	0	0	0	108	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	9	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01760	6	154	0	3	1	49	0	14	15	28	23	0	50	18	13	90	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0
AT1G01770	47	134	76	200	2	85	100	64	131	105	148	227	139	138	0	35	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	66	18	0	0	0	0	0	0
AT1G01780	1	0	45	26	0	37	43	0	8	1	0	3	157	163	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01790	12	141	204	50	195	7	68	0	209	148	75	60	6	86	2	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01800	8	0	1	0	0	0	0	20	1	33	6	0	0	87	135	0	0	3	0	0	0	3	0	8	40	0	0	0	0	0	1	0	0	10	0	0	0	6	100	1	0	0	0	25	0	0
AT1G01810	0	42	0	0	148	15	7	1	221	2	0	1	0	20	31	5	3	0	0	0	0	0	0	0	0	4	1	0	0	0	41	0	0	0	0	0	0	1	0	0	7	0	0	1	6	5
AT1G01820	40	539	210	283	3	39	234	68	812	87	30	228	246	63	1	95	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	75
AT1G01830	1	0	0	1	0	0	74	0	0	80	0	0	60	88	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01840	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01860	75	667	144	20	0	72	26	123	41	21	51	106	171	65	0	82	0	0	48	0	0	0	0	0	0	95	5	2	0	15	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	62
AT1G01870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01880	2	97	1	148	1	23	98	0	42	7	0	0	2	230	285	7	48	63	2	0	38	0	0	1	0	0	35	0	0	0	0	0	498	29	0	1	43	0	4	8	0	1	150	33	19	27
AT1G01890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01900	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	55	14	0	0	0
AT1G01910	370	576	463	840	115	492	896	346	1352	889	710	856	2171	337	526	750	130	169	36	300	141	69	21	90	77	82	86	206	42	98	476	0	1061	113	135	277	162	106	194	16	201	13	511	120	101	3
AT1G01920	23	142	60	385	74	156	134	76	291	74	57	39	144	40	97	254	60	58	17	2	7	0	0	7	41	123	0	0	0	8	0	0	96	9	58	2	169	2	0	7	29	486	119	2	23	54
AT1G01930	4	141	0	45	3	3	32	0	119	83	0	49	1	160	57	78	0	1	1	30	0	0	0	14	7	12	2	44	0	140	0	0	0	0	24	0	107	0	0	0	0	0	138	57	0	1
AT1G01940	197	366	666	888	237	187	316	310	474	180	608	780	845	307	660	799	34	7	87	3	48	16	28	3	10	0	14	0	0	122	274	1	327	7	169	63	116	71	40	11	22	0	22	40	93	109
AT1G01950	13	212	128	298	0	88	66	46	286	63	5	72	21	294	313	61	32	0	8	2	0	0	0	5	0	0	0	114	5	1	0	0	1	0	46	0	0	3	15	0	0	0	0	44	0	0
AT1G01960	20	336	105	113	282	87	84	28	251	98	111	483	241	326	0	208	2	56	28	26	146	0	3	0	3	41	15	17	226	126	0	12	50	1	148	7	6	39	0	0	0	38	161	36	16	125
AT1G01970	50	336	146	83	2	0	111	30	183	61	51	34	187	0	164	62	15	0	0	7	0	0	0	0	0	0	68	1	80	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	42
AT1G01980	0	0	0	0	0	33	43	0	5	0	0	0	0	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01990	51	49	67	4	0	38	183	156	255	215	66	144	101	224	0	108	42	0	0	0	0	0	0	0	28	1	5	0	0	0	0	1	0	0	0	66	0	0	0	0	9	98	0	1	3	0
AT1G02000	44	0	97	68	28	63	34	4	12	0	88	7	0	226	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G02010	0	0	0	0	17	2	102	2	1	3	0	16	0	87	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	36	7	0
AT1G02020	15	62	219	73	125	6	158	16	235	85	80	0	182	156	341	102	0	0	0	1	0	0	0	0	0	8	1	1	0	0	259	0	1	0	10	0	0	0	0	30	0	0	38	0	23	0
AT1G02030	49	0	27	355	0	29	138	61	2	0	0	0	0	142	389	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02040	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02050	0	121	0	4	16	0	0	3	0	0	0	92	0	0	0	25	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	87	0	0	0	0	0	0
AT1G02060	5	63	0	0	0	21	2	0	114	0	2	37	0	32	1	39	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	33	0	0	0	0	20	8	0	0	0	0	0
AT1G02065	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02070	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02080	51	602	401	455	30	118	511	63	900	243	235	67	665	597	416	146	0	0	130	137	4	0	0	0	0	37	36	53	11	0	1	37	0	49	6	1	0	163	17	48	48	62	79	69	88	19
AT1G02090	467	1387	503	890	554	657	1048	754	2054	1046	774	955	1240	1018	1361	920	737	655	402	381	442	22	79	36	3	842	69	1276	305	107	82	291	1950	223	100	908	48	530	209	195	222	412	1981	372	211	875
AT1G02100	161	915	249	685	38	54	358	210	625	323	369	294	341	353	95	203	81	84	1	115	20	1	7	2	0	92	1	108	94	1	156	0	0	62	15	294	55	34	13	10	0	108	126	41	11	0
AT1G02110	40	181	5	67	60	9	34	22	92	9	109	5	0	71	3	26	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	43	0	0
AT1G02120	23	366	153	23	44	35	7	6	289	87	24	45	0	93	509	46	68	7	1	55	27	0	0	0	0	54	1	96	184	9	37	9	0	1	0	0	0	17	37	108	0	129	186	61	3	0
AT1G02130	214	838	153	557	516	34	133	267	805	221	194	640	272	475	667	865	0	0	0	0	0	76	24	46	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AT1G02140	912	2832	1175	3397	1324	1184	1842	1363	4251	1780	870	3028	1868	1728	2146	1503	1000	773	493	526	696	160	267	212	49	617	210	287	677	806	290	408	1314	511	1085	221	687	366	294	449	599	909	1980	756	489	663
AT1G02145	63	485	225	159	293	93	202	86	143	17	140	31	137	188	214	144	18	0	0	0	9	0	0	8	7	0	1	0	0	0	27	0	253	2	19	18	6	2	0	0	0	103	5	3	41	0
AT1G02150	127	318	246	336	241	159	40	88	170	102	27	16	176	193	28	117	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02160	211	14	168	832	108	199	249	100	1192	267	314	708	376	412	542	820	35	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
AT1G02170	18	310	114	38	10	69	147	15	294	236	10	158	145	199	14	164	1	5	0	27	20	1	0	5	3	6	37	0	86	187	148	5	0	26	0	0	1	19	0	0	148	102	10	0	12	0
AT1G02180	0	0	0	0	1	0	0	27	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02205	0	191	4	0	0	0	0	5	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
